name,brand_category,product_category,created,last_active,last_onboarding_step,saw_discovery,address_country
Mental Health Sportswear,/health and fitness/disorders/mental disorder,Apparel & Jewelry,2018-08-23,2018-08-23,1,false,Canada
Medi-Dyne: 2Toms. ProStretch. Cho-Pat. Tuli's,/health and fitness/exercise,Health & Medical,2018-08-23,2019-03-13,2,false,United States
Obe (say Oh-bee),/pets/dogs,Pets,2018-08-23,2018-08-23,3,false,United States
,,,2018-08-23,2018-08-23,0,false,
Spartan Affiliate Program Catch Up Email For New Program Sign Up,/food and drink/desserts and baking,Health & Medical,2018-08-23,2019-06-28,1,false,United States
Campsyte,,Real Estate,2018-08-23,2018-08-28,3,false,United States
WARUBI Sports,,Marketing,2018-08-23,2018-08-23,3,false,United States
PLAYFIELD,,,2018-08-24,2018-08-24,1,false,India
,,,2018-08-24,2018-08-27,1,false,
The Shining Star Of India,/art and entertainment/dance,Lifestyle Services,2018-08-25,2018-08-25,3,false,India
,,,2018-08-25,2018-08-25,3,false,
KornFlakeDaBoss,/hobbies and interests/games,Art,2018-08-25,2018-08-26,3,false,United States
,,,2018-08-26,2018-08-26,2,false,
Passback Football,,Consumer Durables,2018-08-26,2018-08-26,3,false,
,,,2018-08-27,2018-08-27,0,false,
App,,,2018-08-27,2018-08-28,1,false,India
,,,2018-08-27,2018-08-27,1,false,
,,,2018-08-27,,1,false,
Hoppify,/travel/vacation rentals,Outdoors,2018-08-27,2018-10-01,1,false,United States
TripMode,/technology and computing/operating systems,Telecommunication Services,2018-08-28,2018-09-10,3,false,Switzerland
,,,2018-08-28,2018-08-28,2,false,
,,,2018-08-28,2018-08-30,2,false,
,,,2018-08-29,2018-09-20,1,false,
Epirus London,,,2018-08-29,2018-08-29,2,false,United Kingdom
,,,2018-08-30,2018-08-31,2,false,
,,,2018-08-30,2018-08-30,2,false,
,,,2018-08-31,2018-08-31,2,false,
,,,2018-08-31,2019-02-12,1,false,
,,,2018-08-31,2018-08-31,2,false,
MZ,,Technology Hardware & Equipment,2018-08-31,2018-08-31,3,false,
,,,2018-09-01,2018-09-01,2,false,
XClub Pesona Indonesia MX,,Lifestyle Services,2018-09-02,2018-09-02,3,false,Indonesia
Gocciolare_kings,/technology and computing/consumer electronics/game systems and consoles/playstation,Apparel & Jewelry,2018-09-02,2018-09-02,3,false,Zimbabwe
Sports International Group - SIG,,,2018-09-03,2018-09-04,3,false,United States
,,,2018-09-04,2018-09-04,0,false,
,,,2018-09-04,2018-09-14,2,false,
,,,2018-09-04,2018-09-04,3,false,
Teamkraft Sports,,Software & Services,2018-09-04,2018-10-25,1,false,Canada
,,,2018-09-04,2018-09-04,2,false,
Drinkfinity,/food and drink,Food & Beverage,2018-09-05,2018-10-10,3,false,United States
,,,2018-09-05,2018-09-05,2,false,
,,,2018-09-06,2018-09-06,1,false,
Orgain,/food and drink/food,Food & Beverage,2018-09-06,2018-12-27,1,false,United States
,,,2018-09-06,2018-09-06,1,false,
,,,2018-09-06,2018-10-12,2,false,
,,,2018-09-06,2018-09-06,1,false,
,,,2018-09-06,2018-09-06,2,false,
,,,2018-09-07,2018-09-07,1,false,
,,,2018-09-07,2018-09-07,1,false,
,,,2018-09-07,2018-09-07,2,false,
,,,2018-09-07,2018-09-07,2,false,
,,,2018-09-07,2018-11-05,2,false,
,,,2018-09-07,2018-10-07,2,false,
82 Labs Inc.,/food and drink,Food & Beverage,2018-09-07,2018-11-01,1,false,United States
,,,2018-09-08,2018-09-08,1,false,
Grapeson M. Wilson CPA LLC,,Commercial  & Professional Services,2018-09-08,2018-09-08,2,false,
FootballDons,,,2018-09-09,2018-09-27,3,false,United Kingdom
,,,2018-09-09,2018-09-09,2,false,
,,,2018-09-10,2018-09-10,2,false,
The Vance Watch Group,,Apparel & Jewelry,2018-09-10,2018-09-15,2,false,United States
,,,2018-09-11,2018-09-11,1,false,
,,,2018-09-11,2018-09-11,2,false,
Men's News,,,2018-09-11,2018-10-21,2,false,France
,,,2018-09-12,2018-09-12,1,false,
,,,2018-09-12,2018-09-12,2,false,
,,,2018-09-12,2018-09-12,1,false,
Athia,/style and fashion/beauty,Personal Care,2018-09-12,2018-09-25,3,false,
VeeAyeCee,,Apparel & Jewelry,2018-09-12,2018-09-12,3,false,India
YG,,,2018-09-13,2018-09-13,2,false,South Korea
,,,2018-09-13,2018-09-13,0,false,
Play x Play Sports Management,/style and fashion/clothing/hoodies,Apparel & Jewelry,2018-09-13,2018-09-13,3,false,United States
,,,2018-09-14,2018-09-14,1,false,
corsa,/religion and spirituality/hinduism,Apparel & Jewelry,2018-09-14,2018-09-14,3,false,India
Team Happy,,Marketing,2018-09-14,2018-09-14,3,false,Bhutan
,,,2018-09-14,2018-09-14,0,false,
,,,2018-09-14,2018-09-14,1,false,
,,,2018-09-17,2018-09-17,2,false,
Nacsport America,,,2018-09-17,2018-09-18,3,false,United States
GameChanger Media,,Software & Services,2018-09-18,2018-09-18,3,false,United States
Ballsy,/art and entertainment/shows and events,Personal Care,2018-09-19,2018-09-21,3,false,United States
La Lija,/sports/skateboarding,Art,2018-09-19,2018-09-19,3,false,
Bambolution,,,2018-09-19,2018-09-19,1,false,Netherlands
,,,2018-09-20,2018-09-20,1,false,
Fyte,,Commercial  & Professional Services,2018-09-20,2018-09-25,3,false,China
,,,2018-09-20,2018-09-20,2,false,
Kids in heat,,,2018-09-20,2018-09-20,2,false,United States
Sports Crate,/sports/baseball,Retailing,2018-09-20,2018-11-19,1,false,
,,,2018-09-20,2018-12-15,2,false,
Just Nutritive,/style and fashion/beauty,,2018-09-21,2018-11-25,1,false,United States
Haggar,,Apparel & Jewelry,2018-09-21,2018-10-23,1,false,
,,,2018-09-24,2018-09-25,1,false,
,,,2018-09-24,2018-09-24,2,false,
,,,2018-09-24,2018-09-25,2,false,
,,,2018-09-24,2018-09-24,2,false,
,,,2018-09-25,2018-12-06,2,false,
esi,/pets/aquariums,Commercial  & Professional Services,2018-09-25,2018-09-25,1,false,United States
,,,2018-09-25,2018-09-25,2,false,
,,,2018-09-25,2018-09-27,1,false,
,,,2018-09-25,2018-09-25,0,false,
,,,2018-09-25,2018-10-26,1,false,
,,,2018-09-25,2018-09-25,2,false,
,,,2018-09-26,2019-02-09,2,false,
,,,2018-09-26,2018-09-26,2,false,
,,,2018-09-26,2018-09-26,1,false,
,,,2018-09-26,2018-09-26,1,false,
PharMeDoc,,Personal Care,2018-09-26,2018-09-26,2,false,United States
,,,2018-09-26,2018-10-03,2,false,
,,,2018-09-26,2019-06-21,1,false,
FOG Safe,/food and drink/food,Consumer Durables,2018-09-26,2018-09-26,1,false,United States
,,,2018-09-27,2018-10-29,2,false,
,,,2018-09-27,2018-09-27,2,false,
,,,2018-09-28,2018-09-28,0,false,
Cardiotabs,/health and fitness/disease/cholesterol,Health & Medical,2018-09-28,2019-02-05,3,false,United States
,,,2018-09-30,2018-09-30,2,false,
BistroMD,/food and drink/food,Food Distributors,2018-10-01,2019-04-04,2,false,United States
,,,2018-10-01,2018-10-01,2,false,
,,,2018-10-01,2018-10-01,2,false,
,,,2018-10-02,2018-11-30,2,false,
,,,2018-10-02,2018-10-02,1,false,
,,,2018-10-02,2018-10-02,2,false,
,,,2018-10-03,2018-10-03,2,false,
,,,2018-10-03,2019-05-25,1,false,
,,,2018-10-04,2018-10-04,1,false,
,,,2018-10-04,2018-10-04,1,false,
,,,2018-10-04,2018-10-04,2,false,
,,,2018-10-04,2018-10-12,2,false,
,,,2018-10-04,2018-10-04,2,false,
,,,2018-10-04,2018-10-04,0,false,
,,,2018-10-04,2018-10-04,0,false,
MVV,,,2018-10-05,2018-10-05,2,false,India
,,,2018-10-05,2018-10-05,2,false,
,,,2018-10-05,2018-10-05,1,false,
,,,2018-10-05,2018-10-05,2,false,
,,,2018-10-06,2018-10-06,0,false,
Ora Organic,/food and drink/food,Health & Medical,2018-10-06,2019-02-08,1,false,United States
CrossoverMoves,,,2018-10-06,2018-10-06,2,false,United States
,,,2018-10-07,2018-10-07,2,false,
,,,2018-10-08,2018-10-08,2,false,
Peptalk,/family and parenting/children,Lifestyle Services,2018-10-08,2018-12-19,3,false,
,,,2018-10-08,2018-10-08,2,false,
,,,2018-10-08,2018-10-08,2,false,
,,,2018-10-08,2018-10-08,1,false,
,,,2018-10-08,2018-10-08,2,false,
,,,2018-10-08,2018-10-08,0,false,
,,,2018-10-09,2018-10-23,2,false,
Bica Sports,,Food & Beverage,2018-10-09,2018-11-09,3,false,
,,,2018-10-09,2018-10-09,2,false,
,,,2018-10-10,2018-10-10,2,false,
,,,2018-10-10,2018-10-10,2,false,
,,,2018-10-10,2018-10-10,1,false,
Continental Exposure,/art and entertainment/shows and events,Art,2018-10-10,2018-10-10,3,false,
Flora Health,/food and drink/food,Health & Medical,2018-10-12,2018-10-17,1,false,United States
Detoxwater,/food and drink,Food & Beverage,2018-10-12,2018-12-17,1,false,United States
Deckd,/food and drink/food/candy and sweets,Retailing,2018-10-12,2018-10-12,3,false,
Simple Corp Global,,Personal Care,2018-10-12,2018-10-14,3,false,United States
Cannabinoid Water,/health and fitness,Food & Beverage,2018-10-13,2018-10-13,3,false,United States
,,,2018-10-14,2018-10-14,0,false,
,,,2018-10-15,2019-07-29,1,false,
Route 40 Home & Wellness,,Health & Medical,2018-10-15,2018-12-07,3,false,United States
JASSEN PARK,,,2018-10-15,2018-10-28,2,false,Ghana
,,,2018-10-15,2018-10-16,2,false,
,,,2018-10-16,2018-10-16,1,false,
,,,2018-10-16,2018-10-16,2,false,
,,,2018-10-16,2018-10-16,1,false,
NAF Athletics,,Apparel & Jewelry,2018-10-16,2018-10-30,2,false,United States
,,,2018-10-17,2018-10-19,0,false,
Kylie & Co.,,Apparel & Jewelry,2018-10-17,2018-12-06,1,false,United States
Ready Set Studios,,,2018-10-17,2019-02-05,1,false,United States
Glare Blockers Eyeblack,/sports/baseball,Personal Care,2018-10-18,2018-10-18,1,false,United States
Adidas,,,2018-10-18,2018-10-19,2,false,India
Pyro Audio,/technology and computing/hardware/computer components/sound cards,Consumer Durables,2018-10-18,2019-07-12,3,false,United States
,,,2018-10-18,2018-10-18,0,false,
,,,2018-10-18,2018-10-18,2,false,
,,,2018-10-18,2018-10-18,2,false,
,,,2018-10-18,2018-10-18,1,false,
,,,2018-10-19,2018-10-19,2,false,
M31,/art and entertainment/shows and events,Health & Medical,2018-10-19,2018-10-20,3,false,
Strike First LSB,/style and fashion,Apparel & Jewelry,2018-10-20,2018-10-30,3,false,United States
,,,2018-10-20,2018-10-20,2,false,
Players Point Agency,,,2018-10-22,2019-06-23,3,false,
,,,2018-10-22,2018-10-22,0,false,
Gourmet and Golf,,Food & Beverage,2018-10-23,2018-10-23,1,false,United Kingdom
#TXHSFBCHAT,/education/homework and study tips,,2018-10-23,2018-10-23,3,false,United States
Every Man Jack,/style and fashion/beauty/perfume,Personal Care,2018-10-24,2019-05-01,3,false,United States
,,,2018-10-24,2018-10-24,2,false,
A La Bella Noni B&B,,Consumer Services,2018-10-24,2018-10-24,2,false,Puerto Rico
,,,2018-10-24,2018-10-24,2,false,
Savage Nation,,Apparel & Jewelry,2018-10-24,2018-10-24,2,false,
,,,2018-10-24,2018-10-24,0,false,
OCIA ORGANISATION,,,2018-10-24,2018-10-24,3,false,Uganda
Bolster Sleep Company,/education/homework and study tips,Consumer Durables,2018-10-25,2019-01-28,3,false,United States
,,,2018-10-25,2018-10-25,1,false,
,,,2018-10-25,2018-10-25,1,false,
Brilliance New York,/style and fashion/beauty/hair care,Personal Care,2018-10-25,2019-02-25,1,false,United States
,,,2018-10-26,2018-10-26,2,false,
EndurElite,/food and drink,Food & Beverage,2018-10-26,2018-12-11,3,false,United States
,,,2018-10-26,2018-10-26,2,false,
Basketball Society,,,2018-10-28,2018-11-15,1,false,United States
Twisted Alchemy,/food and drink,Food & Beverage,2018-10-29,2018-10-29,3,false,
,,,2018-10-29,2018-10-30,2,false,
Aaron Spector,,Apparel & Jewelry,2018-10-29,2018-11-06,3,false,
,,,2018-10-29,2018-10-29,2,false,
Everywhere Wireless,,Telecommunication Services,2018-10-29,2019-01-03,3,false,United States
,,,2018-10-29,2018-10-29,2,false,
,,,2018-10-30,2018-10-30,2,false,
SPEEDVEGAS,/automotive and vehicles/vehicle brands/porsche,Automobiles,2018-10-31,2019-01-08,3,false,
KA-ME,,Food & Beverage,2018-10-31,2018-11-29,3,false,United States
LINCOLN TERRACE HANDBALL ASSOCIATION,,Outdoors,2018-11-01,2018-11-01,3,false,United States
,,,2018-11-01,2018-11-01,1,false,
,,,2018-11-01,2018-11-01,2,false,
,,,2018-11-01,2018-11-01,2,false,
Inflect Digital,,Marketing,2018-11-01,2018-11-01,2,false,United States
,,,2018-11-02,2018-11-02,2,false,
,,,2018-11-03,2018-11-03,2,false,
,,,2018-11-04,2018-11-05,2,false,
Clif Bar,,Food & Beverage,2018-11-05,2018-11-19,3,false,United States
Caffeine,/art and entertainment/shows and events,Telecommunication Services,2018-11-05,2018-11-05,3,false,United States
,,,2018-11-06,2019-01-12,1,false,
,,,2018-11-06,2018-11-06,2,false,
,,,2018-11-06,2018-11-06,1,false,
NIKAKIBI,/style and fashion,Retailing,2018-11-07,2018-11-07,3,false,Latvia
,,,2018-11-07,2019-01-10,2,false,
,,,2018-11-08,2018-11-30,2,false,
,,,2018-11-08,2018-11-08,1,false,
Osada,,Personal Care,2018-11-08,2018-11-08,0,false,United States
,,,2018-11-08,2018-11-08,2,false,
,,,2018-11-08,2018-11-08,1,false,
,,,2018-11-08,2018-11-08,0,false,
54 Sports,/sports/golf,,2018-11-09,2018-11-29,3,false,
,,,2018-11-09,2018-11-09,1,false,
,,,2018-11-11,2018-11-13,2,false,
,,,2018-11-12,2018-11-19,2,false,
ALFA Custom Clothiers,/style and fashion,Apparel & Jewelry,2018-11-12,2018-11-20,3,false,United States
,,,2018-11-12,2018-11-12,1,false,
,,,2018-11-13,2018-11-13,1,false,
,,,2018-11-13,2018-11-13,1,false,
Nuvo Suites Hotel,,,2018-11-13,2018-11-13,3,false,United States
Robyn Graham Photography LLC,/art and entertainment/shows and events,Commercial  & Professional Services,2018-11-13,2018-11-13,1,false,United States
,,,2018-11-13,2018-11-13,3,false,
,,,2018-11-13,2018-11-13,0,false,
,,,2018-11-14,2018-11-14,1,false,
The Cold Shoulder,,Health & Medical,2018-11-14,2019-03-06,1,false,United States
Black Diamond PR Firm,/art and entertainment/shows and events,Marketing,2018-11-14,2019-07-23,3,false,United States
,,,2018-11-15,2018-12-28,1,false,
,,,2018-11-15,2018-11-15,2,false,
Combat Corner,,Apparel & Jewelry,2018-11-15,2019-01-11,3,false,
,,,2018-11-15,2019-01-09,2,false,
,,,2018-11-16,2018-11-16,1,false,
The Zone LLC,/sports/hunting and shooting,Marketing,2018-11-16,2018-11-16,3,false,United States
,,,2018-11-17,2019-07-11,1,false,
Spikeball,/sports/tennis,Outdoors,2018-11-19,2018-12-06,3,false,United States
Tribe Organics,/health and fitness,Health & Medical,2018-11-19,2018-11-19,3,false,
Rising Hindi,/technology and computing/tech news,Technology Hardware & Equipment,2018-11-20,2018-11-20,3,false,India
,,,2018-11-20,2018-11-20,2,false,
SPONSOR.ME,/sports/olympics,,2018-11-20,2019-01-20,2,false,Norway
Bluemint,/sports/sailing,Apparel & Jewelry,2018-11-20,2019-07-29,3,false,United Kingdom
,,,2018-11-20,2018-11-26,1,false,
Alavya Hotel,,Food & Beverage,2018-11-21,2018-12-14,3,false,Turkey
,,,2018-11-21,2018-11-21,2,false,
,,,2018-11-22,2019-01-01,2,false,
Honeywell,,Consumer Durables,2018-11-22,2019-01-22,3,false,United States
Room X Bored,/technology and computing/networking/network monitoring and management,Apparel & Jewelry,2018-11-22,2018-11-22,3,false,
Land Of Champ,,Marketing,2018-11-22,2018-11-23,1,false,
Confidential,,Software & Services,2018-11-24,2018-11-24,3,false,
,,,2018-11-26,2018-11-26,2,false,
,,,2018-11-26,2018-11-26,2,false,
,,,2018-11-26,2018-11-26,2,false,
,,,2018-11-26,2018-12-03,3,false,
,,,2018-11-26,2018-11-27,0,false,
,,,2018-11-27,2018-12-13,2,false,
FM Home Loans,,Banks,2018-11-28,2018-12-18,3,false,United States
ProMinute,/sports/soccer,Lifestyle Services,2018-11-28,2019-03-20,3,false,United States
Watch Gang,,Apparel & Jewelry,2018-11-28,2019-01-22,3,false,United States
,,,2018-11-28,2018-11-28,2,false,
,,,2018-11-29,2018-12-07,2,false,
,,,2018-11-29,2018-11-29,1,false,
,,,2018-11-30,2018-11-30,2,false,
Slackie Brown,/sports/football,,2018-12-01,2018-12-01,3,false,United States
,,,2018-12-02,2018-12-02,0,false,
,,,2018-12-02,2018-12-02,1,false,
Sharm Top 5 Perfect,/travel/specialty travel/sightseeing tours,Transportation,2018-12-02,2018-12-02,3,false,Egypt
,,,2018-12-03,2018-12-03,2,false,
,,,2018-12-03,2018-12-03,2,false,
,,,2018-12-03,2018-12-05,1,false,
,,,2018-12-03,2018-12-03,1,false,
Yumi,/food and drink,Food & Beverage,2018-12-03,2019-04-10,3,false,United States
,,,2018-12-03,2019-06-28,2,false,
,,,2018-12-03,2018-12-03,1,false,
,,,2018-12-04,2018-12-04,2,false,
Joshika Media,,Marketing,2018-12-05,2018-12-06,2,false,India
,,,2018-12-05,2018-12-05,2,false,
,,,2018-12-05,2018-12-07,1,false,
,,,2018-12-05,2018-12-05,2,false,
AfterHype,,Outdoors,2018-12-05,2018-12-05,1,false,United States
mywrkouts.com,,Software & Services,2018-12-05,2018-12-05,3,false,
,,,2018-12-06,2018-12-19,2,false,
,,,2018-12-06,2018-12-06,1,false,
,,,2018-12-06,2018-12-06,1,false,
,,,2018-12-07,2018-12-11,0,false,
,,,2018-12-07,2018-12-20,2,false,
,,,2018-12-07,2018-12-07,0,false,
,,,2018-12-08,2018-12-08,2,false,
Charlie Babineaux,,Insurance,2018-12-08,2018-12-08,3,false,United States
,,,2018-12-08,2018-12-28,2,false,
Unpopular Opinion,/art and entertainment/radio/podcasts,,2018-12-09,2018-12-09,3,false,United States
,,,2018-12-09,2018-12-09,1,false,
FightBookMMA,,,2018-12-10,2019-03-21,3,false,United States
CleanKicks,,,2018-12-10,2019-06-21,1,false,
,,,2018-12-10,2019-03-01,2,false,
Regal Nutrition,/sports/bodybuilding,Health & Medical,2018-12-10,2018-12-12,3,false,United States
Biocore Brands,,,2018-12-10,2019-01-03,2,false,
BikiniBOD LLC,,Personal Care,2018-12-10,2019-05-22,1,false,United States
,,,2018-12-12,2018-12-12,2,false,
,,,2018-12-13,2018-12-17,0,false,
,,,2018-12-14,2018-12-14,0,false,
,,,2018-12-14,2018-12-14,2,false,
,,,2018-12-14,2018-12-14,2,false,
,,,2018-12-15,2018-12-15,1,false,
Say Summit,,Apparel & Jewelry,2018-12-17,2018-12-17,3,false,
,,,2018-12-17,2018-12-17,0,false,
,,,2018-12-17,2019-01-05,2,false,
,,,2018-12-18,2018-12-18,2,false,
JetFuel,,Apparel & Jewelry,2018-12-18,2019-01-16,3,false,United States
MERA INDIA MERA ADHIKAR,,,2018-12-18,2018-12-18,3,false,
,,,2018-12-18,2018-12-18,1,false,
,,,2018-12-19,2018-12-19,1,false,
,,,2018-12-19,2018-12-19,0,false,
Dyno,,,2018-12-19,2018-12-21,2,false,
,,,2018-12-19,2018-12-19,2,false,
,,,2018-12-20,2018-12-20,2,false,
,,,2018-12-20,2019-03-01,2,false,
,,,2018-12-21,2018-12-21,2,false,
Blenders Eyewear,,,2018-12-21,2019-03-15,1,false,United States
,,,2018-12-24,2018-12-24,2,false,
,,,2018-12-24,2018-12-24,2,false,
I AM THAT MAN,,Lifestyle Services,2018-12-25,2018-12-25,3,false,South Africa
,,,2018-12-27,2018-12-27,2,false,
,,,2018-12-27,2019-01-15,2,false,
,,,2018-12-27,2018-12-28,1,false,
Zapatos Lucho,,Apparel & Jewelry,2018-12-27,2019-01-02,1,false,
Youth Platform Club,,Marketing,2018-12-28,2019-01-06,3,false,
Cohen Plastic Surgery,,Lifestyle Services,2018-12-28,2019-01-14,2,false,United States
Neat Nutrition,/food and drink/food,Health & Medical,2018-12-28,2019-04-11,3,false,
,,,2018-12-28,2018-12-28,1,false,
Route 99,,Footwear,2018-12-28,2019-06-03,3,false,
,,,2018-12-28,2019-01-25,0,false,
Casey Powell,,Food & Beverage,2018-12-29,2018-12-29,3,false,United States
,,,2018-12-30,2019-01-08,0,false,
Game Day,,Food & Beverage,2018-12-31,2019-01-01,3,false,
L'Ecole No 41,,Food & Beverage,2018-12-31,2019-04-28,3,false,United States
,,,2018-12-31,2018-12-31,2,false,
Bossy Inc. Mass Media Marketing Branding & PR Firm,,Marketing,2019-01-02,2019-01-02,3,false,United States
hatrue,,,2019-01-02,2019-01-02,2,false,India
DURO Tire,,Consumer Durables,2019-01-02,2019-01-02,1,false,United States
SM Film Co.,,Art,2019-01-02,2019-01-02,3,false,
,,,2019-01-02,2019-01-07,2,false,
Wisconsin Pharmacal Co / Lake Consumer Products,,Personal Care,2019-01-03,2019-02-11,3,false,United States
LSO Partners LLC,,Apparel & Jewelry,2019-01-03,2019-01-03,3,false,
Legacy Supplements,,Personal Care,2019-01-03,2019-03-12,3,false,United States
Fantom,,,2019-01-04,2019-01-04,3,false,United States
ICICI,,,2019-01-05,2019-02-18,2,false,
,,,2019-01-05,2019-01-05,2,false,
Vikamart,,Technology Hardware & Equipment,2019-01-05,2019-01-05,2,false,India
Drama King,,Outdoors,2019-01-05,2019-01-05,3,false,India
Common Conduct Entertainment,,,2019-01-05,2019-01-05,2,false,
,,,2019-01-06,2019-01-06,1,false,
,,,2019-01-06,2019-01-06,2,false,
,,,2019-01-07,2019-01-24,1,false,
,,,2019-01-07,2019-01-08,2,false,
,,,2019-01-07,2019-01-07,2,false,
,,,2019-01-07,2019-01-07,1,false,
,,,2019-01-08,2019-01-08,2,false,
,,,2019-01-08,2019-01-08,2,false,
,,,2019-01-08,2019-01-08,2,false,
,,,2019-01-08,2019-01-08,1,false,
,,,2019-01-09,2019-01-09,1,false,
,,,2019-01-09,2019-02-05,1,false,
Geologie,,Personal Care,2019-01-09,2019-01-09,3,false,
ChotmoHealth,,Health & Medical,2019-01-09,2019-01-09,3,false,United States
,,,2019-01-09,2019-01-09,1,false,
swaggames4life,,,2019-01-09,2019-01-09,2,false,
,,,2019-01-09,2019-01-09,1,false,
inked up athletics,,Apparel & Jewelry,2019-01-09,2019-01-10,3,false,
Massage guns,,Health & Medical,2019-01-10,2019-01-10,2,false,Canada
The Guild Hotel,,Lifestyle Services,2019-01-10,2019-01-10,3,false,United States
Mpulse Communications,,Marketing,2019-01-10,2019-06-19,3,false,United States
,,,2019-01-10,2019-01-11,2,false,
,,,2019-01-11,2019-01-11,2,false,
,,,2019-01-11,2019-01-11,0,false,
wmbonlineshop,,,2019-01-11,2019-01-11,1,false,
,,,2019-01-11,2019-01-11,1,false,
RP Sports/RecoveryPump,,Health & Medical,2019-01-11,2019-03-18,3,false,United States
,,,2019-01-12,2019-01-12,1,false,
,,,2019-01-12,2019-01-12,1,false,
,,,2019-01-12,2019-01-12,2,false,
,,,2019-01-12,2019-01-12,2,false,
,,,2019-01-13,2019-01-13,1,false,
CopperFoot/Paw Mat,,Personal Care,2019-01-13,2019-01-23,3,false,
,,,2019-01-14,2019-01-14,2,false,
,,,2019-01-14,2019-01-14,2,false,
,,,2019-01-14,2019-01-14,2,false,
,,,2019-01-14,2019-01-14,2,false,
,,,2019-01-14,2019-02-07,1,false,
,,,2019-01-14,2019-01-14,1,false,
John Allen Woodward | USA,/style and fashion/accessories/watches,Belts,2019-01-15,2019-03-04,2,false,United States
,,,2019-01-15,2019-01-15,2,false,
,,,2019-01-15,2019-03-05,1,false,
Bos Snacks,,Food & Beverage,2019-01-15,2019-02-06,3,false,United States
,,,2019-01-16,2019-03-12,1,false,
FREAKYCEUS,,Lifestyle Services,2019-01-16,2019-01-16,1,false,
,,,2019-01-16,2019-01-16,1,false,
,,,2019-01-17,2019-01-17,2,false,
,,,2019-01-17,2019-02-13,1,false,
,,,2019-01-17,2019-01-17,2,false,
,,,2019-01-17,2019-01-31,1,false,
,,,2019-01-18,2019-01-18,1,false,
Dropps,/food and drink,,2019-01-18,2019-04-19,1,false,United States
Populate Social,,Commercial  & Professional Services,2019-01-18,2019-07-07,3,false,United Kingdom
,,,2019-01-18,2019-01-18,2,false,
Samwel Ongondi,,,2019-01-19,2019-01-19,2,false,
,,,2019-01-19,2019-01-19,2,false,
,,,2019-01-19,2019-01-19,1,false,
,,,2019-01-20,2019-01-20,1,false,
strawberrytaaay,,Apparel & Jewelry,2019-01-20,2019-01-21,3,false,Canada
,,,2019-01-20,2019-01-20,2,false,
Tampa Testosterone,,Health & Medical,2019-01-21,2019-01-21,2,false,United States
,,,2019-01-21,2019-01-23,2,false,
Wiz Kid Coding,,,2019-01-21,2019-01-21,3,false,Canada
,,,2019-01-21,2019-02-07,2,false,
Kognitive Media Group Inc.,,Telecommunication Services,2019-01-22,2019-01-22,3,false,
National Flag Football,/food and drink/food,Marketing,2019-01-22,2019-03-28,1,false,United States
,,,2019-01-22,2019-01-23,1,false,
NHC - Vitamins & Supplements,,Health & Medical,2019-01-22,2019-01-23,3,false,United States
Grooming Lounge,,Personal Care,2019-01-22,2019-04-01,3,false,
My Vegas Radio 365,,Telecommunication Services,2019-01-23,2019-01-23,3,false,United States
,,,2019-01-23,2019-01-23,1,false,
,,,2019-01-23,2019-02-21,2,false,
,,,2019-01-23,2019-04-11,0,false,
,,,2019-01-24,2019-01-24,2,false,
,,,2019-01-24,2019-01-24,2,false,
Santosh Chandan,,,2019-01-24,2019-01-24,3,false,
Ganoba90,,Food & Beverage,2019-01-24,2019-01-24,3,false,India
,,,2019-01-24,2019-01-24,0,false,
Zumer Sport,/art and entertainment/shows and events/sports event,Apparel & Jewelry,2019-01-24,2019-03-25,3,false,United States
Lustroz,,Personal Care,2019-01-24,2019-01-24,2,false,Australia
,,,2019-01-24,2019-01-24,2,false,
,,,2019-01-25,2019-01-25,2,false,
,,,2019-01-25,2019-02-26,2,false,
,,,2019-01-25,2019-01-25,2,false,
,,,2019-01-25,2019-01-25,2,false,
,,,2019-01-25,2019-01-25,2,false,
,,,2019-01-25,2019-01-25,2,false,
,,,2019-01-27,2019-01-27,1,false,
Globotech,,,2019-01-27,2019-01-27,3,false,
,,,2019-01-27,2019-01-27,2,false,United States
,,,2019-01-27,2019-01-27,2,false,
Santner,,Pharmaceuticals Biotechnology & Life Sciences,2019-01-28,2019-02-18,3,false,
Cheq,,Marketing,2019-01-28,2019-01-28,3,false,Israel
,,,2019-01-28,2019-01-28,0,false,
,,,2019-01-28,2019-07-09,1,false,
,,,2019-01-28,2019-02-07,2,false,
,,,2019-01-29,2019-01-29,0,false,
,,,2019-01-30,2019-02-04,0,false,
,,,2019-01-30,2019-02-04,2,false,
,,,2019-01-31,2019-01-31,1,false,
Popdust,/art and entertainment/shows and events,Marketing,2019-01-31,2019-03-18,3,false,United States
Hypoxico,,,2019-01-31,2019-05-13,1,false,United States
,,,2019-02-01,2019-02-01,2,false,
AGNES' CENTERS FOR DOMESTIC SOLUTIONS,,Personal Care,2019-02-01,2019-02-01,3,false,United States
,,,2019-02-01,2019-04-27,2,false,
,,,2019-02-02,2019-02-02,0,false,
18 Under Apparel,,Apparel & Jewelry,2019-02-02,2019-02-02,3,false,
Tailgatehouse,,Marketing,2019-02-02,2019-02-02,3,false,
Battleground Zero,,Lifestyle Services,2019-02-03,2019-02-19,3,false,United States
,,,2019-02-03,2019-02-03,2,false,
F1 in Schools,,,2019-02-03,2019-02-03,2,false,India
,,,2019-02-04,2019-02-04,1,false,
,,,2019-02-04,2019-02-16,2,false,
,,,2019-02-04,2019-04-22,1,false,
